Date,Địa danh,Số ca,Buổi
07/14/2021,Bắc Giang,2,Trưa
07/14/2021,Huế,1,Trưa
07/14/2021,Vĩnh Phúc,1,Trưa
07/14/2021,Lào Cai,1,Trưa
07/14/2021,Lâm Đồng,1,Trưa
07/14/2021,Nghệ An,1,Trưa
07/14/2021,Hà Nội,1,Trưa
07/14/2021,TP. Hồ Chí Minh,666,Sáng
07/14/2021,Đồng Nai,80,Sáng
07/14/2021,Khánh Hoà,44,Sáng
07/14/2021,Bến Tre,43,Sáng
07/14/2021,Bà Rịa – Vũng Tàu,19,Sáng
07/14/2021,Phú Yên,18,Sáng
07/14/2021,Vĩnh Long,17,Sáng
07/14/2021,Ninh Thuận,4,Sáng
07/14/2021,Tây Ninh,4,Sáng
07/14/2021,Kiên Giang,2,Sáng
07/14/2021,Huế,2,Sáng
07/14/2021,An Giang,2,Sáng
07/14/2021,Bắc Ninh,2,Sáng
07/14/2021,Sóc Trăng,1,Sáng
07/14/2021,Bình Định,1,Sáng
07/13/2021,TP. Hồ Chí Minh,546,Tối
07/13/2021,Bình Dương,186,Tối
07/13/2021,Long An,49,Tối
07/13/2021,Đồng Tháp,19,Tối
07/13/2021,Phú Yên,15,Tối
07/13/2021,Hưng Yên,8,Tối
07/13/2021,Hà Nội,6,Tối
07/13/2021,Cần Thơ,5,Tối
07/13/2021,An Giang,4,Tối
07/13/2021,Đà Nẵng,4,Tối
07/13/2021,Trà Vinh,3,Tối
07/13/2021,Kiên Giang,3,Tối
07/13/2021,Bắc Giang,1,Tối
07/13/2021,TP. Hồ Chí Minh,886,Trưa
07/13/2021,Long An,29,Trưa
07/13/2021,Bà Rịa – Vũng Tàu,27,Trưa
07/13/2021,Đồng Tháp,12,Trưa
07/13/2021,Bến Tre,11,Trưa
07/13/2021,Phú Yên,4,Trưa
07/13/2021,Quảng Ngãi,2,Trưa
07/13/2021,Bình Thuận,2,Trưa
07/13/2021,Bắc Ninh,2,Trưa
07/13/2021,Nam Định,1,Trưa
07/13/2021,Nghệ An,1,Trưa
07/13/2021,Bắc Giang,1,Trưa
07/13/2021,Hà Nội,1,Trưa
07/13/2021,Lào Cai,1,Trưa
07/13/2021,Bình Phước,1,Trưa
07/13/2021,Thanh Hóa,1,Trưa
07/13/2021,TP. Hồ Chí Minh,365,Sáng
07/13/2021,Long An,52,Sáng
07/13/2021,Vĩnh Long,23,Sáng
07/13/2021,Đồng Nai,12,Sáng
07/13/2021,Phú Yên,7,Sáng
07/13/2021,Tây Ninh,5,Sáng
07/13/2021,Hà Nội,1,Sáng
07/12/2021,TP. Hồ Chí Minh,341,Tối
07/12/2021,Bình Dương,128,Tối
07/12/2021,Khánh Hòa,31,Tối
07/12/2021,Tiền Giang,26,Tối
07/12/2021,Phú Yên,17,Tối
07/12/2021,Đà Nẵng,14,Tối
07/12/2021,Trà Vinh,8,Tối
07/12/2021,Hậu Giang,8,Tối
07/12/2021,Quảng Ngãi,7,Tối
07/12/2021,Sóc Trăng,4,Tối
07/12/2021,Bắc Ninh,4,Tối
07/12/2021,An Giang,3,Tối
07/12/2021,Hà Nội,3,Tối
07/12/2021,Thanh Hóa,2,Tối
07/12/2021,Đồng Tháp,2,Tối
07/12/2021,Nam Định,2,Tối
07/12/2021,Bình Phước,2,Tối
07/12/2021,Đắk Nông,1,Tối
07/12/2021,Tây Ninh,5,Trưa
07/12/2021,Hải Phòng,1,Trưa
07/12/2021,Hoà Bình,1,Trưa
07/12/2021,TP. Hồ Chí Minh,879,Trưa
07/12/2021,Đồng Nai,82,Trưa
07/12/2021,Tiền Giang,49,Trưa
07/12/2021,Đồng Tháp,38,Trưa
07/12/2021,Hà Nội,26,Trưa
07/12/2021,Phú Yên,9,Trưa
07/12/2021,Bắc Giang,7,Trưa
07/12/2021,Hưng Yên,7,Trưa
07/12/2021,Tây Ninh,3,Trưa
07/12/2021,Bạc Liêu,2,Trưa
07/12/2021,Bình Phước,1,Trưa
07/12/2021,Sóc Trăng,1,Trưa
07/12/2021,Vĩnh Phúc,1,Trưa
07/12/2021,Vĩnh Long,2,Sáng
07/12/2021,An Giang,1,Sáng
07/12/2021,TP. Hồ Chí Minh,544,Sáng
07/12/2021,Tiền Giang,43,Sáng
07/12/2021,Khánh Hoà,27,Sáng
07/12/2021,Vĩnh Long,26,Sáng
07/12/2021,An Giang,8,Sáng
07/12/2021,Bình Phước,5,Sáng
07/12/2021,Phú Yên,4,Sáng
07/12/2021,Huế,1,Sáng
07/12/2021,Nghệ An,1,Sáng
07/11/2021,Kiên Giang,2,Tối
07/11/2021,Khánh Hòa,2,Tối
07/11/2021,Bình Định,1,Tối
07/11/2021,Ninh Bình,1,Tối
07/11/2021,TP. Hồ Chí Minh,354,Tối
07/11/2021,Bình Dương,195,Tối
07/11/2021,Đồng Tháp,50,Tối
07/11/2021,Long An,46,Tối
07/11/2021,Phú Yên,32,Tối
07/11/2021,Bắc Ninh,7,Tối
07/11/2021,Đà Nẵng,6,Tối
07/11/2021,Bắc Giang,4,Tối
07/11/2021,Sóc Trăng,3,Tối
07/11/2021,Trà Vinh,2,Tối
07/11/2021,Ninh Thuận,2,Tối
07/11/2021,Quảng Ngãi,2,Tối
07/11/2021,Lâm Đồng,1,Tối
07/11/2021,Bình Định,1,Tối
07/11/2021,Cần Thơ,1,Tối
07/11/2021,Hà Nội,1,Tối
07/11/2021,TP. Hồ Chí Minh,600,Trưa
07/11/2021,Bắc Giang,9,Trưa
07/11/2021,Hà Nội,6,Trưa
07/11/2021,Hưng Yên,3,Trưa
07/11/2021,Bà Rịa - Vũng Tàu,3,Trưa
07/11/2021,Ninh Thuận,2,Trưa
07/11/2021,Hà Tĩnh,2,Trưa
07/11/2021,Bình Thuận,2,Trưa
07/11/2021,Bình Định,1,Trưa
07/11/2021,Đắk Nông,1,Trưa
07/11/2021,Lâm Đồng,1,Trưa
07/11/2021,Hải Phòng,1,Trưa
07/11/2021,Thanh Hóa,1,Trưa
07/11/2021,TP. Hồ Chí Minh,443,Sáng
07/11/2021,Tiền Giang,46,Sáng
07/11/2021,Vĩnh Long,43,Sáng
07/11/2021,Bình Dương,39,Sáng
07/11/2021,Hậu Giang,9,Sáng
07/11/2021,Bến Tre,7,Sáng
07/11/2021,An Giang,7,Sáng
07/11/2021,Phú Yên,4,Sáng
07/11/2021,Bắc Ninh,3,Sáng
07/11/2021,Bình Phước,2,Sáng
07/11/2021,Cà Mau,1,Sáng
07/11/2021,Quảng Nam,1,Sáng
07/11/2021,Bạc Liêu,1,Sáng
07/10/2021,TP. Hồ Chí Minh,200,Tối
07/10/2021,Bình Dương,140,Tối
07/10/2021,Long An,33,Tối
07/10/2021,Đồng Nai,19,Tối
07/10/2021,Phú Yên,18,Tối
07/10/2021,Quảng Ngãi,14,Tối
07/10/2021,Khánh Hòa,13,Tối
07/10/2021,Đồng Tháp,8,Tối
07/10/2021,Hà Nội,5,Tối
07/10/2021,Bình Phước,4,Tối
07/10/2021,Tây Ninh,3,Tối
07/10/2021,Bà Rịa – Vũng Tàu,1,Tối
07/10/2021,Bình Định,1,Tối
07/10/2021,Vĩnh Phúc,1,Tối
07/10/2021,Thái Bình,1,Tối
07/10/2021,TP. Hồ Chí Minh,600,Trưa
07/10/2021,Tiền Giang,75,Trưa
07/10/2021,Đồng Tháp,50,Trưa
07/10/2021,Vĩnh Long,26,Trưa
07/10/2021,Sóc Trăng,7,Trưa
07/10/2021,Hưng Yên,7,Trưa
07/10/2021,Phú Yên,7,Trưa
07/10/2021,Bắc Giang,4,Trưa
07/10/2021,Trà Vinh,2,Trưa
07/10/2021,Cà Mau,2,Trưa
07/10/2021,Bắc Ninh,2,Trưa
07/10/2021,Ninh Thuận,1,Trưa
07/10/2021,Bạc Liêu,1,Trưa
07/10/2021,Kiên Giang,1,Trưa
07/10/2021,Bình Định,1,Trưa
07/10/2021,Hà Tĩnh,1,Trưa
07/10/2021,Thanh Hoá,1,Trưa
07/10/2021,Thái Bình,1,Trưa
07/10/2021,Hà Nam,1,Trưa
07/10/2021,Quảng Nam,2,Sáng
07/10/2021,Tây Ninh,2,Sáng
07/10/2021,Hà Nội,1,Sáng
07/10/2021,TP. Hồ Chí Minh,520,Sáng
07/10/2021,Đồng Nai,18,Sáng
07/10/2021,Khánh Hòa,15,Sáng
07/10/2021,Bà Rịa – Vũng Tàu,11,Sáng
07/10/2021,An Giang,10,Sáng
07/10/2021,Phú Yên,8,Sáng
07/10/2021,Bình Phước,4,Sáng
07/10/2021,Bến Tre,2,Sáng
07/10/2021,Hà Nội,2,Sáng
07/10/2021,Thanh Hóa,2,Sáng
07/10/2021,Tây Ninh,1,Sáng
07/09/2021,TP. Hồ Chí Minh,400,Tối
07/09/2021,Long An,40,Tối
07/09/2021,Tiền Giang,34,Tối
07/09/2021,Đồng Tháp,32,Tối
07/09/2021,Khánh Hòa,25,Tối
07/09/2021,Phú Yên,22,Tối
07/09/2021,Hưng Yên,8,Tối
07/09/2021,Bình Dương,7,Tối
07/09/2021,Cần Thơ,6,Tối
07/09/2021,Bắc Ninh,5,Tối
07/09/2021,Hậu Giang,4,Tối
07/09/2021,Sóc Trăng,2,Tối
07/09/2021,Đắk Nông,1,Tối
07/09/2021,Bình Phước,1,Tối
07/09/2021,Đà Nẵng,1,Tối
07/09/2021,Nghệ An,1,Tối
07/09/2021,Bắc Giang,1,Tối
07/09/2021,Hà Tĩnh,3,Trưa
07/09/2021,Quảng Nam,2,Trưa
07/09/2021,Kiên Giang,1,Trưa
07/09/2021,TP. Hồ Chí Minh,479,Trưa
07/09/2021,Bình Dương,66,Trưa
07/09/2021,Đồng Nai,17,Trưa
07/09/2021,Bắc Giang,9,Trưa
07/09/2021,Trà Vinh,8,Trưa
07/09/2021,Bắc Ninh,7,Trưa
07/09/2021,Quảng Ngãi,7,Trưa
07/09/2021,Bà Rịa - Vũng Tàu,4,Trưa
07/09/2021,Hà Nội,2,Trưa
07/09/2021,Vĩnh Phúc,1,Trưa
07/09/2021,Bạc Liêu,1,Trưa
07/09/2021,Lâm Đồng,1,Trưa
07/09/2021,Thanh Hóa,1,Trưa
07/09/2021,Thái Bình,1,Sáng
07/09/2021,An Giang,1,Sáng
07/09/2021,TP. Hồ Chí Minh,350,Sáng
07/09/2021,Long An,37,Sáng
07/09/2021,Đồng Nai,15,Sáng
07/09/2021,Phú Yên,6,Sáng
07/09/2021,An Giang,5,Sáng
07/09/2021,Khánh Hòa,4,Sáng
07/09/2021,Bắc Ninh,3,Sáng
07/09/2021,Vĩnh Phúc,1,Sáng
07/09/2021,Gia Lai,1,Sáng
07/09/2021,Bạc Liêu,1,Sáng
07/08/2021,Khánh Hòa,3,Tối
07/08/2021,Kiên Giang,2,Tối
07/08/2021,Tây Ninh,2,Tối
07/08/2021,TP. Hồ Chí Minh,481,Tối
07/08/2021,Bình Dương,55,Tối
07/08/2021,Khánh Hòa,25,Tối
07/08/2021,Đồng Tháp,17,Tối
07/08/2021,Vĩnh Long,17,Tối
07/08/2021,Phú Yên,11,Tối
07/08/2021,Bắc Giang,6,Tối
07/08/2021,Cà Mau,4,Tối
07/08/2021,Quảng Ngãi,4,Tối
07/08/2021,Bắc Ninh,4,Tối
07/08/2021,Hà Nội,4,Tối
07/08/2021,Bình Phước,3,Tối
07/08/2021,Hưng Yên,2,Tối
07/08/2021,Tây Ninh,1,Tối
07/08/2021,Hậu Giang,1,Tối
07/08/2021,Kiên Giang,1,Tối
07/08/2021,Bình Thuận,1,Tối
07/08/2021,Bến Tre,1,Tối
07/08/2021,TP. Hồ Chí Minh,200,Trưa
07/08/2021,Đồng Tháp,91,Trưa
07/08/2021,Phú Yên,13,Trưa
07/08/2021,An Giang,11,Trưa
07/08/2021,Quảng Ngãi,10,Trưa
07/08/2021,Cà Mau,7,Trưa
07/08/2021,Bắc Ninh,4,Trưa
07/08/2021,Khánh Hòa,3,Trưa
07/08/2021,Lâm Đồng,3,Trưa
07/08/2021,Gia Lai,3,Trưa
07/08/2021,Bắc Giang,3,Trưa
07/08/2021,Bạc Liêu,2,Trưa
07/08/2021,Trà Vinh,2,Trưa
07/08/2021,Nghệ An,1,Trưa
07/08/2021,Bình Định,1,Trưa
07/08/2021,Hà Nội,1,Trưa
07/08/2021,TP. Hồ Chí Minh,234,Sáng
07/08/2021,Bình Dương,80,Sáng
07/07/2021,Tây Ninh,8,Tối
07/07/2021,An Giang,1,Tối
07/07/2021,TP. Hồ Chí Minh,149,Tối
07/07/2021,Bình Dương,60,Tối
07/07/2021,Khánh Hòa,41,Tối
07/07/2021,Vĩnh Long,24,Tối
07/07/2021,Tiền Giang,18,Tối
07/07/2021,Phú Yên,8,Tối
07/07/2021,Vĩnh Phúc,5,Tối
07/07/2021,Hưng Yên,5,Tối
07/07/2021,Đồng Tháp,5,Tối
07/07/2021,Hà Nội,3,Tối
07/07/2021,Bắc Giang,2,Tối
07/07/2021,Thanh Hóa,1,Tối
07/07/2021,TP. Hồ Chí Minh,347,Trưa
07/07/2021,Long An,19,Trưa
07/07/2021,Quảng Ngãi,13,Trưa
07/07/2021,Bắc Ninh,6,Trưa
07/07/2021,Phú Yên,4,Trưa
07/07/2021,Trà Vinh,3,Trưa
07/07/2021,Bắc Giang,3,Trưa
07/07/2021,Nghệ An,2,Trưa
07/07/2021,Cà Mau,1,Trưa
07/07/2021,Bà Rịa - Vũng Tàu,1,Trưa
07/07/2021,Đắk Lắk,1,Trưa
07/07/2021,TP. Hồ Chí Minh,270,Sáng
07/07/2021,Phú Yên,2,Sáng
07/07/2021,Đồng Nai,2,Sáng
07/07/2021,Bà Rịa – Vũng Tàu,1,Sáng
07/07/2021,Hà Tĩnh,1,Sáng
07/06/2021,Tây Ninh,2,Tối
07/06/2021,Quảng Nam,1,Tối
07/06/2021,Hà Nội,1,Tối
07/06/2021,TP. Hồ Chí Minh,271,Tối
07/06/2021,Đồng Tháp,99,Tối
07/06/2021,Bình Dương,92,Tối
07/06/2021,Phú Yên,16,Tối
07/06/2021,Long An,8,Tối
07/06/2021,Nghệ An,3,Tối
07/06/2021,Bắc Giang,2,Tối
07/06/2021,Bắc Ninh,2,Tối
07/06/2021,Hà Nội,2,Tối
07/06/2021,Trà Vinh,2,Tối
07/06/2021,Lạng Sơn,1,Tối
07/06/2021,Hưng Yên,1,Tối
07/06/2021,An Giang,1,Tối
07/06/2021,Quảng Nam,4,Trưa
07/06/2021,Kiên Giang,2,Trưa
07/06/2021,TP. Hồ Chí Minh,209,Trưa
07/06/2021,Hà Nội,10,Trưa
07/06/2021,Phú Yên,7,Trưa
07/06/2021,Long An,6,Trưa
07/06/2021,Thanh Hoá,4,Trưa
07/06/2021,Bắc Giang,3,Trưa
07/06/2021,Lạng Sơn,1,Trưa
07/06/2021,Bắc Ninh,1,Trưa
07/06/2021,Hà Nam,1,Trưa
07/06/2021,TP. Hồ Chí Minh,230,Sáng
07/06/2021,Phú Yên,18,Sáng
07/06/2021,Đồng Nai,11,Sáng
07/06/2021,An Giang,10,Sáng
07/06/2021,Hưng Yên,5,Sáng
07/06/2021,Vĩnh Long,2,Sáng
07/06/2021,Hà Nam,1,Sáng
07/05/2021,Trà Vinh,12,Tối
07/05/2021,Bà Rịa - Vũng Tàu,1,Tối
07/05/2021,TP. Hồ Chí Minh,270,Tối
07/05/2021,Bình Dương,114,Tối
07/05/2021,Đồng Tháp,62,Tối
07/05/2021,Tiền Giang,11,Tối
07/05/2021,Phú Yên,11,Tối
07/05/2021,Khánh Hòa,10,Tối
07/05/2021,Đồng Nai,8,Tối
07/05/2021,An Giang,6,Tối
07/05/2021,Bình Phước,4,Tối
07/05/2021,Bà Rịa – Vũng Tàu,4,Tối
07/05/2021,Bình Định,3,Tối
07/05/2021,Tây Ninh,3,Tối
07/05/2021,Bắc Giang,3,Tối
07/05/2021,Quảng Ngãi,2,Tối
07/05/2021,Bắc Ninh,1,Tối
07/05/2021,Nghệ An,1,Tối
07/05/2021,Lâm Đồng,1,Tối
07/05/2021,TP. Hồ Chí Minh,196,Trưa
07/05/2021,Bình Dương,17,Trưa
07/05/2021,Long An,13,Trưa
07/05/2021,Phú Yên,6,Trưa
07/05/2021,Bắc Giang,4,Trưa
07/05/2021,Vĩnh Long,3,Trưa
07/05/2021,Đồng Tháp,3,Trưa
07/05/2021,Quảng Ngãi,2,Trưa
07/05/2021,Hà Tĩnh,2,Trưa
07/05/2021,Bắc Ninh,1,Trưa
07/05/2021,TP. Hồ Chí Minh,175,Sáng
07/05/2021,Đồng Tháp,100,Sáng
07/05/2021,Phú Yên,23,Sáng
07/05/2021,Hưng Yên,9,Sáng
07/05/2021,Khánh Hòa,8,Sáng
07/05/2021,An Giang,6,Sáng
07/05/2021,Long An,2,Sáng
07/05/2021,Bắc Ninh,2,Sáng
07/05/2021,Lạng Sơn,1,Sáng
07/05/2021,Đồng Nai,1,Sáng
07/05/2021,Sóc Trăng,1,Sáng
07/04/2021,TP. Hồ Chí Minh,169,Tối
07/04/2021,Bình Dương,76,Tối
07/04/2021,Long An,52,Tối
07/04/2021,Tiền Giang,29,Tối
07/04/2021,Quảng Ngãi,8,Tối
07/04/2021,Phú Yên,5,Tối
07/04/2021,An Giang,5,Tối
07/04/2021,Đồng Tháp,4,Tối
07/04/2021,Nghệ An,3,Tối
07/04/2021,Huế,1,Tối
07/04/2021,Hà Tĩnh,1,Tối
07/04/2021,Bến Tre,1,Tối
07/04/2021,Bắc Giang,1,Tối
07/04/2021,Đà Nẵng,1,Tối
07/04/2021,TP. Hồ Chí Minh,213,Trưa
07/04/2021,Bình Dương,11,Trưa
07/04/2021,Phú Yên,10,Trưa
07/04/2021,Long An,5,Trưa
07/04/2021,Bình Định,4,Trưa
07/04/2021,Vĩnh Long,2,Trưa
07/04/2021,Hải Phòng,2,Trưa
07/04/2021,Bắc Giang,2,Trưa
07/04/2021,Tây Ninh,2,Trưa
07/04/2021,Ninh Thuận,1,Trưa
07/04/2021,Hà Tĩnh,1,Trưa
07/04/2021,Trà Vinh,1,Trưa
07/04/2021,TP. Hồ Chí Minh,217,Sáng
07/04/2021,Phú Yên,17,Sáng
07/04/2021,Long An,15,Sáng
07/04/2021,Khánh Hoà,9,Sáng
07/04/2021,Bà Rịa - Vũng Tàu,2,Sáng
07/04/2021,Đồng Tháp,2,Sáng
07/04/2021,An Giang,1,Sáng
07/03/2021,TP. Hồ Chí Minh,250,Tối
07/03/2021,Đồng Nai,32,Tối
07/03/2021,Quảng Ngãi,16,Tối
07/03/2021,Phú Yên,14,Tối
07/03/2021,Tiền Giang,12,Tối
07/03/2021,Nghệ An,7,Tối
07/03/2021,Bình Dương,6,Tối
07/03/2021,Bình Định,5,Tối
07/03/2021,Bà Rịa - Vũng Tàu,4,Tối
07/03/2021,TP. Hồ Chí Minh,249,Trưa
07/03/2021,Bình Dương,32,Trưa
07/03/2021,Phú Yên,12,Trưa
07/03/2021,Đồng Tháp,12,Trưa
07/03/2021,Nghệ An,7,Trưa
07/03/2021,Lâm Đồng,4,Trưa
07/03/2021,Vĩnh Long,3,Trưa
07/03/2021,Long An,2,Trưa
07/03/2021,Trà Vinh,2,Trưa
07/03/2021,Khánh Hòa,1,Trưa
07/03/2021,Bạc Liêu,1,Trưa
07/03/2021,Bắc Ninh,1,Trưa
07/03/2021,Bình Phước,1,Trưa
07/03/2021,An Giang,1,Trưa
07/03/2021,Đắc Lắk,1,Trưa
07/03/2021,TP. Hồ Chí Minh,215,Sáng
07/03/2021,Phú Yên,11,Sáng
07/03/2021,Hưng Yên,10,Sáng
07/03/2021,Bạc Liêu,2,Sáng
07/03/2021,Bắc Ninh,1,Sáng
07/02/2021,TP. Hồ Chí Minh,150,Tối
07/02/2021,Phú Yên,20,Tối
07/02/2021,Bình Dương,13,Tối
07/02/2021,Quảng Ngãi,10,Tối
07/02/2021,Đà Nẵng,3,Tối
07/02/2021,Vĩnh Long,3,Tối
07/02/2021,Long An,2,Tối
07/02/2021,An Giang,2,Tối
07/02/2021,Tây Ninh,2,Tối
07/02/2021,Nghệ An,1,Tối
07/02/2021,Đồng Tháp,1,Tối
07/02/2021,Bắc Ninh,1,Tối
07/02/2021,Bắc Giang,1,Tối
07/02/2021,Lâm Đồng,1,Tối
07/02/2021,Thanh Hóa,3,Trưa
07/02/2021,Long An,1,Trưa
07/02/2021,Kiên Giang,1,Trưa
07/02/2021,TP. Hồ Chí Minh,151,Trưa
07/02/2021,Phú Yên,10,Trưa
07/02/2021,Hưng Yên,3,Trưa
07/02/2021,Long An,2,Trưa
07/02/2021,Trà Vinh,1,Trưa
07/02/2021,Hải Phòng,1,Trưa
07/02/2021,Bắc Giang,1,Trưa
07/02/2021,Bắc Ninh,1,Trưa
07/02/2021,TP. Hồ Chí Minh,118,Sáng
07/02/2021,Phú Yên,10,Sáng
07/02/2021,Đồng Nai,5,Sáng
07/02/2021,An Giang,4,Sáng
07/02/2021,Long An,3,Sáng
07/02/2021,Nghệ An,2,Sáng
07/02/2021,Đồng Tháp,2,Sáng
07/02/2021,Hà Tĩnh,1,Sáng
07/02/2021,Khánh Hòa,1,Sáng
07/02/2021,Bình Phước,1,Sáng
07/01/2021,Tây Ninh,12,Tối
07/01/2021,An Giang,3,Tối
07/01/2021,Đà Nẵng,2,Tối
07/01/2021,Hà Nội,1,Tối
07/01/2021,TP. Hồ Chí Minh,152,Tối
07/01/2021,Bình Dương,42,Tối
07/01/2021,Tiền Giang,22,Tối
07/01/2021,Quảng Ngãi,9,Tối
07/01/2021,Phú Yên,8,Tối
07/01/2021,An Giang,5,Tối
07/01/2021,Đà Nẵng,3,Tối
07/01/2021,Hà Tĩnh,2,Tối
07/01/2021,Bắc Ninh,2,Tối
07/01/2021,Bắc Giang,1,Tối
07/01/2021,TP. Hồ Chí Minh,154,Trưa
07/01/2021,Bình Dương,48,Trưa
07/01/2021,Long An,28,Trưa
07/01/2021,Phú Yên,10,Trưa
07/01/2021,Hưng Yên,5,Trưa
07/01/2021,Bắc Giang,4,Trưa
07/01/2021,Nghệ An,3,Trưa
07/01/2021,Hà Tĩnh,3,Trưa
07/01/2021,Bình Phước,1,Trưa
07/01/2021,Đồng Tháp,1,Trưa
07/01/2021,Bắc Ninh,1,Trưa
07/01/2021,TP. Hồ Chí Minh,158,Sáng
07/01/2021,Tiền Giang,16,Sáng
07/01/2021,Phú Yên,8,Sáng
07/01/2021,Hưng Yên,6,Sáng
07/01/2021,Vĩnh Long,1,Sáng
06/30/2021,TP. Hồ Chí Minh,124,Tối
06/30/2021,Bình Dương,57,Tối
06/30/2021,Đồng Nai,12,Tối
06/30/2021,Quảng Ngãi,10,Tối
06/30/2021,Bà Rịa - Vũng Tàu,6,Tối
06/30/2021,Đồng Tháp,5,Tối
06/30/2021,Nghệ An,4,Tối
06/30/2021,An Giang,4,Tối
06/30/2021,Phú Yên,4,Tối
06/30/2021,Bắc Ninh,3,Tối
06/30/2021,Đà Nẵng,2,Tối
06/30/2021,Bắc Giang,2,Tối
06/30/2021,TP. Hồ Chí Minh,63,Trưa
06/30/2021,Bình Dương,24,Trưa
06/30/2021,Hưng Yên,9,Trưa
06/30/2021,Bắc Giang,8,Trưa
06/30/2021,Bắc Ninh,5,Trưa
06/30/2021,Phú Yên,2,Trưa
06/30/2021,Long An,1,Trưa
06/30/2021,Bình Định,1,Trưa
06/30/2021,Hải Phòng,1,Trưa
06/30/2021,Bắc Kạn,1,Trưa
06/30/2021,TP. Hồ Chí Minh,62,Sáng
06/30/2021,Phú Yên,21,Sáng
06/30/2021,Nghệ An,4,Sáng
06/30/2021,Bắc Giang,3,Sáng
06/30/2021,Bình Định,3,Sáng
06/29/2021,TP. Hồ Chí Minh,43,Tối
06/29/2021,Bình Dương,24,Tối
06/29/2021,Tiền Giang,22,Tối
06/29/2021,Đồng Tháp,21,Tối
06/29/2021,Quảng Ngãi,21,Tối
06/29/2021,Bắc Giang,12,Tối
06/29/2021,Nghệ An,12,Tối
06/29/2021,Long An,4,Tối
06/29/2021,Đồng Nai,4,Tối
06/29/2021,Bắc Ninh,2,Tối
06/29/2021,Phú Yên,2,Tối
06/29/2021,Bình Thuận,1,Tối
06/29/2021,Lạng Sơn,1,Tối
06/29/2021,Hưng Yên,1,Tối
06/29/2021,Hà Tĩnh,1,Tối
06/29/2021,Bà Rịa - Vũng Tàu,1,Tối
06/29/2021,Khánh Hòa,5,Trưa
06/29/2021,An Giang,1,Trưa
06/29/2021,TP. Hồ Chí Minh,54,Trưa
06/29/2021,Hưng Yên,14,Trưa
06/29/2021,Bắc Giang,11,Trưa
06/29/2021,Hà Tĩnh,8,Trưa
